locus_tag	ftype	length_bp	gene	EC_number	COG	product
COOAFFBM_01239	CDS	771	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
COOAFFBM_01240	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
COOAFFBM_01241	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
COOAFFBM_01242	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
COOAFFBM_01243	CDS	240				hypothetical protein
COOAFFBM_01244	CDS	600	nemR			HTH-type transcriptional repressor NemR
COOAFFBM_01245	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
COOAFFBM_01246	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
COOAFFBM_01247	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
COOAFFBM_01248	CDS	4617	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
COOAFFBM_01249	CDS	348	grxD		COG0278	Glutaredoxin 4
COOAFFBM_01250	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
COOAFFBM_01251	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
COOAFFBM_01252	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
COOAFFBM_01253	CDS	90	ynhF			putative protein YnhF
COOAFFBM_01254	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
COOAFFBM_01255	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
COOAFFBM_01256	CDS	1212	ydhC			Inner membrane transport protein YdhC
COOAFFBM_01257	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
COOAFFBM_01258	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
COOAFFBM_01259	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
COOAFFBM_01260	CDS	1257				putative autotransporter
COOAFFBM_01261	tRNA	77				tRNA-Val(gac)
COOAFFBM_01262	tRNA	77				tRNA-Val(gac)
COOAFFBM_01263	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
COOAFFBM_01264	CDS	1605				hypothetical protein
COOAFFBM_01265	CDS	765	ydhT			putative protein YdhT
COOAFFBM_01266	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
COOAFFBM_01267	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
COOAFFBM_01268	CDS	639	ydhW			putative protein YdhW
COOAFFBM_01269	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
COOAFFBM_01270	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
COOAFFBM_01271	CDS	210	fumD	4.2.1.2		Fumarase D
COOAFFBM_01272	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
COOAFFBM_01273	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
COOAFFBM_01274	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
COOAFFBM_01275	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
COOAFFBM_01276	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
COOAFFBM_01277	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
COOAFFBM_01278	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
COOAFFBM_01279	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
COOAFFBM_01280	CDS	369	sufA		COG0316	Protein SufA
COOAFFBM_01281	CDS	189				hypothetical protein
COOAFFBM_01282	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
COOAFFBM_01283	CDS	3057			COG0247	putative protein
COOAFFBM_01284	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
COOAFFBM_01285	CDS	357				hypothetical protein
COOAFFBM_01286	CDS	1215	ydiM			Inner membrane transport protein YdiM
COOAFFBM_01287	CDS	1266	ydiN			Inner membrane transport protein YdiN
COOAFFBM_01288	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
COOAFFBM_01289	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
COOAFFBM_01290	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
COOAFFBM_01291	CDS	1152	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
COOAFFBM_01292	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
COOAFFBM_01293	CDS	765	fixA_2		COG2086	Protein FixA
COOAFFBM_01294	CDS	939	fixB_2		COG2025	Protein FixB
COOAFFBM_01295	CDS	1290		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
COOAFFBM_01296	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
COOAFFBM_01297	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
COOAFFBM_01298	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
COOAFFBM_01299	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
COOAFFBM_01300	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
COOAFFBM_01301	CDS	192	ydiE		COG4256	putative protein YdiE
COOAFFBM_01302	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
COOAFFBM_01303	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
COOAFFBM_01304	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
COOAFFBM_01305	CDS	750	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
COOAFFBM_01306	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
COOAFFBM_01307	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
COOAFFBM_01308	CDS	396				hypothetical protein
COOAFFBM_01309	CDS	936	xerC_2			Tyrosine recombinase XerC
COOAFFBM_01310	CDS	312				hypothetical protein
COOAFFBM_01311	CDS	279				hypothetical protein
COOAFFBM_01312	CDS	339				hypothetical protein
COOAFFBM_01313	CDS	288				hypothetical protein
COOAFFBM_01314	CDS	243				hypothetical protein
COOAFFBM_01315	CDS	114				hypothetical protein
COOAFFBM_01316	CDS	321				hypothetical protein
COOAFFBM_01317	CDS	204				hypothetical protein
COOAFFBM_01318	CDS	246				hypothetical protein
COOAFFBM_01319	CDS	300				hypothetical protein
COOAFFBM_01320	CDS	231				hypothetical protein
COOAFFBM_01321	CDS	390				hypothetical protein
COOAFFBM_01322	CDS	2841				hypothetical protein
COOAFFBM_01323	CDS	960	parM_1			Plasmid segregation protein ParM
COOAFFBM_01324	CDS	315				hypothetical protein
COOAFFBM_01325	CDS	432				hypothetical protein
COOAFFBM_01326	CDS	264				hypothetical protein
COOAFFBM_01327	CDS	1047				hypothetical protein
COOAFFBM_01328	CDS	1752				hypothetical protein
COOAFFBM_01329	CDS	837				hypothetical protein
COOAFFBM_01330	CDS	1053				hypothetical protein
COOAFFBM_01331	CDS	801				hypothetical protein
COOAFFBM_01332	CDS	495				hypothetical protein
COOAFFBM_01333	CDS	201				hypothetical protein
COOAFFBM_01334	CDS	324				hypothetical protein
COOAFFBM_01335	CDS	393				hypothetical protein
COOAFFBM_01336	CDS	408				hypothetical protein
COOAFFBM_01337	CDS	1881				hypothetical protein
COOAFFBM_01338	CDS	468				hypothetical protein
COOAFFBM_01339	CDS	645				hypothetical protein
COOAFFBM_01340	CDS	582				hypothetical protein
COOAFFBM_01341	CDS	351				hypothetical protein
COOAFFBM_01342	CDS	897				hypothetical protein
COOAFFBM_01343	CDS	531				hypothetical protein
COOAFFBM_01344	CDS	2133				hypothetical protein
COOAFFBM_01345	CDS	579	tfaE_1			Prophage tail fiber assembly protein TfaE
COOAFFBM_01346	CDS	573	cysE_2	2.3.1.30		Serine acetyltransferase
COOAFFBM_01347	CDS	489				hypothetical protein
COOAFFBM_01348	CDS	2808				hypothetical protein
COOAFFBM_01349	CDS	366				hypothetical protein
COOAFFBM_01350	CDS	513				hypothetical protein
COOAFFBM_01351	CDS	1185	gpFI			Putative prophage major tail sheath protein
COOAFFBM_01352	CDS	1110				hypothetical protein
COOAFFBM_01353	CDS	1170				hypothetical protein
COOAFFBM_01354	CDS	708				hypothetical protein
COOAFFBM_01355	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
COOAFFBM_01356	CDS	1257	nupG			Nucleoside permease NupG
COOAFFBM_01357	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
COOAFFBM_01358	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
COOAFFBM_01359	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
COOAFFBM_01360	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
COOAFFBM_01361	CDS	327			COG3171	putative protein
COOAFFBM_01362	CDS	720				hypothetical protein
COOAFFBM_01363	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
COOAFFBM_01364	CDS	1008				hypothetical protein
COOAFFBM_01365	CDS	1137	hemW		COG0635	Heme chaperone HemW
COOAFFBM_01366	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
COOAFFBM_01367	CDS	291				hypothetical protein
COOAFFBM_01368	CDS	567				hypothetical protein
COOAFFBM_01369	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
COOAFFBM_01370	CDS	981	yggR_1		COG2805	putative protein YggR
COOAFFBM_01371	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
COOAFFBM_01372	CDS	636				hypothetical protein
COOAFFBM_01373	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
COOAFFBM_01374	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
COOAFFBM_01375	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
COOAFFBM_01376	CDS	456	sprT			Protein SprT
COOAFFBM_01377	CDS	1395	galP			Galactose-proton symporter
COOAFFBM_01378	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
COOAFFBM_01379	CDS	252				hypothetical protein
COOAFFBM_01380	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
COOAFFBM_01381	CDS	732				hypothetical protein
COOAFFBM_01382	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
COOAFFBM_01383	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
COOAFFBM_01384	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
COOAFFBM_01385	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
COOAFFBM_01386	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
COOAFFBM_01387	CDS	1278	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
COOAFFBM_01388	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
COOAFFBM_01389	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
COOAFFBM_01390	CDS	714	coaA_1	2.7.1.33		Pantothenate kinase
COOAFFBM_01391	CDS	678	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
COOAFFBM_01392	CDS	678	ecfA1_2	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
COOAFFBM_01393	CDS	708				hypothetical protein
COOAFFBM_01394	CDS	579				hypothetical protein
COOAFFBM_01395	CDS	432				hypothetical protein
COOAFFBM_01396	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
COOAFFBM_01397	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
COOAFFBM_01398	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
COOAFFBM_01399	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
COOAFFBM_01400	CDS	636	argO		COG1279	Arginine exporter protein ArgO
COOAFFBM_01401	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
COOAFFBM_01402	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
COOAFFBM_01403	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
COOAFFBM_01404	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
COOAFFBM_01405	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
COOAFFBM_01406	CDS	1293	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
COOAFFBM_01407	CDS	729	scpA_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
COOAFFBM_01408	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
COOAFFBM_01409	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
COOAFFBM_01410	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
COOAFFBM_01411	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
COOAFFBM_01412	CDS	330	zapA		COG3027	Cell division protein ZapA
COOAFFBM_01413	CDS	579				hypothetical protein
COOAFFBM_01414	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
COOAFFBM_01415	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
COOAFFBM_01416	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
COOAFFBM_01417	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
COOAFFBM_01418	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
COOAFFBM_01419	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
COOAFFBM_01420	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
COOAFFBM_01421	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
COOAFFBM_01422	CDS	312				hypothetical protein
COOAFFBM_01423	CDS	660				hypothetical protein
COOAFFBM_01424	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
COOAFFBM_01425	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
COOAFFBM_01426	CDS	408	ygfX			Inner membrane protein YgfX
COOAFFBM_01427	CDS	522	fldB		COG0716	Flavodoxin 2
COOAFFBM_01428	CDS	897	xerD_2		COG4974	Tyrosine recombinase XerD
COOAFFBM_01429	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
COOAFFBM_01430	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
COOAFFBM_01431	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
COOAFFBM_01432	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
COOAFFBM_01433	CDS	549	idi_1	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
COOAFFBM_01434	CDS	126	yqfG			putative protein YqfG
COOAFFBM_01435	CDS	1449	uacT		COG2233	Uric acid transporter UacT
COOAFFBM_01436	CDS	1920		1.18.1.2		Ferredoxin--NADP reductase
COOAFFBM_01437	CDS	489	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
COOAFFBM_01438	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
COOAFFBM_01439	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
COOAFFBM_01440	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
COOAFFBM_01441	CDS	2871	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
COOAFFBM_01442	CDS	780				hypothetical protein
COOAFFBM_01443	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
COOAFFBM_01444	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
COOAFFBM_01445	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
COOAFFBM_01446	CDS	771				hypothetical protein
COOAFFBM_01447	CDS	1626				hypothetical protein
COOAFFBM_01448	CDS	933	arcC1_1	2.7.2.2		Carbamate kinase 1
COOAFFBM_01449	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
COOAFFBM_01450	CDS	1212	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
COOAFFBM_01451	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
COOAFFBM_01452	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
COOAFFBM_01453	CDS	1779	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
COOAFFBM_01454	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
COOAFFBM_01455	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
COOAFFBM_01456	CDS	2298	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
COOAFFBM_01457	CDS	756	nlpD_1			Murein hydrolase activator NlpD
COOAFFBM_01458	tRNA	74				tRNA-Gly(ccc)
COOAFFBM_01459	CDS	1611				hypothetical protein
COOAFFBM_01460	CDS	366				hypothetical protein
COOAFFBM_01461	CDS	417				hypothetical protein
COOAFFBM_01462	CDS	486	spaP		COG4790	Surface presentation of antigens protein SpaP
COOAFFBM_01463	CDS	261	spaQ		COG4794	Surface presentation of antigens protein SpaQ
COOAFFBM_01464	CDS	768	spaR		COG4791	Surface presentation of antigens protein SpaR
COOAFFBM_01465	CDS	591	spaS_1		COG1377	Surface presentation of antigens protein SpaS
COOAFFBM_01466	CDS	168	spaS_2		COG1377	Surface presentation of antigens protein SpaS
COOAFFBM_01467	CDS	363	spaS_3		COG1377	Surface presentation of antigens protein SpaS
COOAFFBM_01468	CDS	294				hypothetical protein
COOAFFBM_01469	CDS	501				hypothetical protein
COOAFFBM_01470	CDS	1182	prgH			Protein PrgH
COOAFFBM_01471	CDS	156				hypothetical protein
COOAFFBM_01472	CDS	165				hypothetical protein
COOAFFBM_01473	CDS	735	prgK		COG4669	Lipoprotein PrgK
COOAFFBM_01474	CDS	582	orgA			Oxygen-regulated invasion protein OrgA
COOAFFBM_01475	CDS	432				hypothetical protein
COOAFFBM_01476	CDS	156				hypothetical protein
COOAFFBM_01477	CDS	444	ygeK			putative response regulatory protein YgeK
COOAFFBM_01478	CDS	375				hypothetical protein
COOAFFBM_01479	CDS	219				hypothetical protein
COOAFFBM_01480	CDS	1377	hilA		COG0457	Transcriptional regulator HilA
COOAFFBM_01481	CDS	492	sicA		COG0457	Chaperone protein SicA
COOAFFBM_01482	CDS	438				hypothetical protein
COOAFFBM_01483	CDS	426				hypothetical protein
COOAFFBM_01484	CDS	141				hypothetical protein
COOAFFBM_01485	CDS	483				hypothetical protein
COOAFFBM_01486	CDS	810				hypothetical protein
COOAFFBM_01487	CDS	132				hypothetical protein
COOAFFBM_01488	CDS	633				hypothetical protein
COOAFFBM_01489	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
COOAFFBM_01490	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
COOAFFBM_01491	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
COOAFFBM_01492	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
COOAFFBM_01493	CDS	1419	araE			Arabinose-proton symporter
COOAFFBM_01494	CDS	693	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
COOAFFBM_01495	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
COOAFFBM_01496	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
COOAFFBM_01497	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
COOAFFBM_01498	CDS	2160	aas		COG0204	Bifunctional protein Aas
COOAFFBM_01499	CDS	1194	lplT			Lysophospholipid transporter LplT
COOAFFBM_01500	CDS	1041	tas		COG0667	Protein tas
COOAFFBM_01501	CDS	219	ygdR_1			putative lipoprotein YgdR
COOAFFBM_01502	CDS	714				hypothetical protein
COOAFFBM_01503	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
COOAFFBM_01504	CDS	147				hypothetical protein
COOAFFBM_01505	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
COOAFFBM_01506	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
COOAFFBM_01507	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
COOAFFBM_01508	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
COOAFFBM_01509	CDS	471				hypothetical protein
COOAFFBM_01510	CDS	564				hypothetical protein
COOAFFBM_01511	CDS	408				hypothetical protein
COOAFFBM_01512	CDS	324				hypothetical protein
COOAFFBM_01513	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
COOAFFBM_01514	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
COOAFFBM_01515	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
COOAFFBM_01516	CDS	1827	recD_1	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
COOAFFBM_01517	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
COOAFFBM_01518	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
COOAFFBM_01519	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
COOAFFBM_01520	CDS	810				hypothetical protein
COOAFFBM_01521	CDS	393	ychQ		COG3094	Protein YchQ
COOAFFBM_01522	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
COOAFFBM_01523	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
COOAFFBM_01524	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
COOAFFBM_01525	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
COOAFFBM_01526	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
COOAFFBM_01527	CDS	1014	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
COOAFFBM_01528	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
COOAFFBM_01529	CDS	279				hypothetical protein
COOAFFBM_01530	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
COOAFFBM_01531	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
COOAFFBM_01532	CDS	180				hypothetical protein
COOAFFBM_01533	CDS	2868				hypothetical protein
COOAFFBM_01534	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
COOAFFBM_01535	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
COOAFFBM_01536	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
COOAFFBM_01537	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
COOAFFBM_01538	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
COOAFFBM_01539	CDS	441				hypothetical protein
COOAFFBM_01540	CDS	255				hypothetical protein
COOAFFBM_01541	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
COOAFFBM_01542	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
COOAFFBM_01543	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
COOAFFBM_01544	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
COOAFFBM_01545	CDS	150				hypothetical protein
COOAFFBM_01546	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
COOAFFBM_01547	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
COOAFFBM_01548	CDS	1533				hypothetical protein
COOAFFBM_01549	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
COOAFFBM_01550	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
COOAFFBM_01551	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
COOAFFBM_01552	CDS	1269	umuC		COG0389	Protein UmuC
COOAFFBM_01553	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
COOAFFBM_01554	CDS	111	hlyE_1			Hemolysin E, chromosomal
COOAFFBM_01555	CDS	303	hlyE_2			Hemolysin E, chromosomal
COOAFFBM_01556	CDS	261	hlyE_3			Hemolysin E, chromosomal
COOAFFBM_01557	CDS	570				hypothetical protein
COOAFFBM_01558	CDS	660	ycgM		COG0179	putative protein YcgM
COOAFFBM_01559	CDS	294	ycgL		COG3100	Protein YcgL
COOAFFBM_01560	CDS	402	pliG			Inhibitor of g-type lysozyme
COOAFFBM_01561	CDS	369				hypothetical protein
COOAFFBM_01562	CDS	696	minC		COG0850	Septum site-determining protein MinC
COOAFFBM_01563	CDS	813	minD		COG2894	Septum site-determining protein MinD
COOAFFBM_01564	CDS	267	minE		COG0851	Cell division topological specificity factor
COOAFFBM_01565	CDS	327				putative autotransporter
COOAFFBM_01566	CDS	285				hypothetical protein
COOAFFBM_01567	CDS	330	ymgD			putative protein YmgD
COOAFFBM_01568	CDS	2322				hypothetical protein
COOAFFBM_01569	CDS	210				hypothetical protein
COOAFFBM_01570	CDS	219	ymgF			Inner membrane protein YmgF
COOAFFBM_01571	CDS	1524	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
COOAFFBM_01572	CDS	249	ymgC			putative protein YmgC
COOAFFBM_01573	CDS	267	ariR			putative two-component-system connector protein AriR
COOAFFBM_01574	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
COOAFFBM_01575	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
COOAFFBM_01576	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
COOAFFBM_01577	CDS	405	ydfO_1		COG5562	putative protein YdfO
COOAFFBM_01578	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
COOAFFBM_01579	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
COOAFFBM_01580	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
COOAFFBM_01581	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
